record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,wear_log_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,wear_log_complete
UCRS032,wear_log,20,,,0,0,"2025-08-22 09:49",2,,,,0,"En una gaveta.",1,,,,,,,,,,,,B85F5C00-7F6F-11F0-A44F-51DA1292557E,"2025-08-22 09:50:25","2025-08-22 09:51:16",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6"",    ""syncdate"": ""2025-08-22 09:51:17"",    ""utcTime"": ""2025-08-22 15:50:25.984330Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""34""  }",result.zip,0
UCRS032,wear_log,21,,,0,1,,,"2025-08-22 10:27",,,,,,,,,,,,,,,,,06284910-7F75-11F0-A44F-51DA1292557E,"2025-08-22 10:28:23","2025-08-22 10:28:33",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6"",    ""syncdate"": ""2025-08-22 10:28:34"",    ""utcTime"": ""2025-08-22 16:28:23.969218Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,22,,,0,2,,,,"2025-08-22 22:52",,,,,,,,,,,,,,,,E6AFA9D0-7FDC-11F0-A505-69AED5AD5F5D,"2025-08-22 22:51:58","2025-08-22 22:52:13",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6"",    ""syncdate"": ""2025-08-22 22:52:13"",    ""utcTime"": ""2025-08-23 04:51:58.828551Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,23,,,0,1,,,"2025-08-23 09:12",,,,,,,,,,,,,,,,,9E7C2970-8033-11F0-8B44-E7A18CBC7437,"2025-08-23 09:12:43","2025-08-23 09:12:53",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6"",    ""syncdate"": ""2025-08-23 09:12:54"",    ""utcTime"": ""2025-08-23 15:12:43.910417Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,24,,,0,2,,,,"2025-08-23 23:08",,,,,,,,,,,,,,,,5BE6F890-80A8-11F0-A183-CB06904E84D8,"2025-08-23 23:08:23","2025-08-23 23:08:36",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6"",    ""syncdate"": ""2025-08-23 23:08:36"",    ""utcTime"": ""2025-08-24 05:08:23.320787Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,25,,,0,1,,,"2025-08-24 08:16",,,,,,,,,,,,,,,,,FB881360-80F4-11F0-B275-17EC49A085C1,"2025-08-24 08:16:52","2025-08-24 08:17:04",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-24 08:17:04"",    ""utcTime"": ""2025-08-24 14:16:52.885026Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,26,,,0,0,"2025-08-24 11:58",0,,,,0,"En una gaveta",1,,,,,,,,,,,,ECE6DD40-8113-11F0-A4C5-D31EC282B880,"2025-08-24 11:58:22","2025-08-24 11:59:28",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-24 11:59:29"",    ""utcTime"": ""2025-08-24 17:58:22.739003Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""34""  }",result.zip,0
UCRS032,wear_log,27,,,0,1,,,"2025-08-24 13:11",,,,,,,,,,,,,,,,,35C4D760-811E-11F0-8F57-A59534A37FC4,"2025-08-24 13:11:59","2025-08-24 13:12:11",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-24 13:12:11"",    ""utcTime"": ""2025-08-24 19:11:59.957381Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,28,,,0,0,"2025-08-24 14:10",2,,,,0,"En una gaveta.",1,,,,,,,,,,,,61209130-8126-11F0-8F57-A59534A37FC4,"2025-08-24 14:10:28","2025-08-24 14:11:33",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-24 14:11:33"",    ""utcTime"": ""2025-08-24 20:10:28.675286Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.4.1"",    ""buildnumber"": ""185"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""34""  }",result.zip,0
UCRS032,wear_log,29,,,0,1,,,"2025-08-24 14:39",,,,,,,,,,,,,,,,,87E337B0-812A-11F0-B61A-E5F44741C897,"2025-08-24 14:40:11","2025-08-24 14:40:22",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-24 14:40:23"",    ""utcTime"": ""2025-08-24 20:40:11.691913Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,30,,,0,2,,,,"2025-08-25 00:32",,,,,,,,,,,,,,,,327EEF00-817D-11F0-A178-9D7139806AEE,"2025-08-25 00:31:56","2025-08-25 00:32:14",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 00:32:15"",    ""utcTime"": ""2025-08-25 06:31:56.655309Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,31,,,0,1,,,"2025-08-25 05:33",,,,,,,,,,,,,,,,,5BE15160-81A7-11F0-9351-7DEFBE3A3994,"2025-08-25 05:33:44","2025-08-25 05:33:56",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 05:33:56"",    ""utcTime"": ""2025-08-25 11:33:44.947627Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,32,,,0,0,"2025-08-25 07:17",0,,,,0,"En una gaveta.",1,,,,,,,,,,,,E13ED360-81B5-11F0-9351-7DEFBE3A3994,"2025-08-25 07:17:41","2025-08-25 07:18:25",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 07:18:25"",    ""utcTime"": ""2025-08-25 13:17:41.654762Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""34""  }",result.zip,0
UCRS032,wear_log,33,,,0,1,,,"2025-08-25 09:09",,,,,,,,,,,,,,,,,748885D0-81C5-11F0-B5C1-9BE5944EB487,"2025-08-25 09:09:11","2025-08-25 09:09:29",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 09:09:30"",    ""utcTime"": ""2025-08-25 15:09:11.212870Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,34,,,0,0,"2025-08-25 09:09",2,,,,0,"En una gaveta.",1,,,,,,,,,,,,81AD15F0-81C5-11F0-B5C1-9BE5944EB487,"2025-08-25 09:09:33","2025-08-25 09:10:18",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 09:10:19"",    ""utcTime"": ""2025-08-25 15:09:33.263863Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""34""  }",result.zip,0
UCRS032,wear_log,35,,,0,1,,,"2025-08-25 09:28",,,,,,,,,,,,,,,,,2D628900-81C8-11F0-B5C1-9BE5944EB487,"2025-08-25 09:28:40","2025-08-25 09:28:50",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 09:28:51"",    ""utcTime"": ""2025-08-25 15:28:40.336228Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""15""  }",result.zip,0
UCRS032,wear_log,36,,,0,6,,,,,,,,,,,,,,,,,,,,20F2FEC0-81CD-11F0-9C05-575435C6BA46,"2025-08-25 10:04:06","2025-08-25 10:04:41",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.6.2"",    ""syncdate"": ""2025-08-25 10:04:41"",    ""utcTime"": ""2025-08-25 16:04:06.955747Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CST"",    ""appversion"": ""2.5.0"",    ""buildnumber"": ""186"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone14,6"",    ""percentComplete"": ""10""  }",result.zip,0
